collision_index,vehicle_reference,vehicle_type,vehicle_manoeuvre,vehicle_direction_from,vehicle_direction_to,sex_of_driver,age_band_of_driver
65087,3,9,3,7,3,2,-1
65088,1,9,18,5,1,1,7
65089,2,9,4,5,1,2,6
65090,1,9,18,1,5,2,6
65091,2,8,18,5,1,1,9
65092,1,9,18,4,8,3,-1
65093,1,9,9,6,3,1,11
65094,2,3,15,1,5,1,8
65095,1,9,18,7,3,2,4
65096,1,9,18,2,5,2,7
65097,2,9,2,5,5,3,-1
65098,1,9,3,2,6,1,7
65099,2,97,3,2,6,1,8
65100,1,9,18,3,8,1,9
65101,1,9,9,1,3,1,6
65102,2,9,18,7,3,2,6
65103,1,21,7,8,3,1,8
65104,1,9,18,4,8,1,6
65105,1,9,13,3,7,2,8
65106,2,9,18,3,7,1,10
65107,1,9,18,1,1,1,9
65108,2,19,18,5,4,1,9
65109,1,9,18,6,2,1,10
65110,2,9,18,1,5,1,7
65111,1,9,18,3,7,1,11
65112,2,9,3,4,8,1,6
65113,3,19,3,3,7,1,6
65114,1,9,18,5,1,2,5
65115,1,9,18,5,3,2,8
65116,1,9,18,5,1,2,6
65117,1,8,18,1,5,1,9
65118,2,9,4,1,5,2,9
65119,1,9,18,5,1,2,6
65120,1,21,11,6,2,1,9
65121,2,9,18,6,2,2,9
65122,1,9,18,6,2,1,7
65123,1,9,2,7,3,1,7
65124,2,2,7,1,2,1,4
65125,1,9,18,2,6,2,7
65126,2,9,18,6,2,2,6
65127,3,9,18,6,2,1,6
65128,1,3,13,7,3,1,4
65129,2,9,9,7,3,1,8
65130,1,9,8,7,3,3,-1
65131,2,9,18,3,7,1,5
65132,1,9,18,4,8,1,9
65133,1,8,18,7,3,1,8
65134,2,9,4,7,3,1,7
65135,1,9,18,7,3,1,8
65136,1,9,7,6,3,1,7
65137,1,9,2,0,0,1,10
65138,1,9,18,5,1,1,9
65139,2,9,18,5,1,1,4
65140,3,9,18,5,1,2,6
65141,4,9,18,5,1,1,8
65142,5,9,18,5,1,1,7
65143,6,9,18,5,1,1,5
65144,7,9,18,5,1,2,9
65145,8,9,18,5,1,1,5
65146,9,9,18,5,1,1,7
65147,10,9,18,5,1,1,7
65148,11,9,18,5,1,2,8
65149,12,9,18,5,1,2,10
65150,13,9,18,5,1,1,8
65151,1,9,2,0,0,3,-1
65152,2,4,18,-1,-1,2,5
65153,1,9,4,3,7,2,5
65154,2,9,4,3,7,1,7
65155,1,23,18,1,5,1,4
65156,2,9,18,7,3,2,10
65157,1,9,18,3,7,1,-1
65158,1,9,18,7,3,1,-1
65159,2,9,18,7,3,2,8
65160,1,9,3,2,8,1,7
65161,2,9,3,2,8,2,6
65162,1,19,18,1,5,1,-1
65163,1,9,9,6,3,1,7
65164,1,9,5,1,5,2,5
65165,2,9,18,3,7,1,7
65166,1,9,18,3,7,3,-1
65167,1,9,15,5,1,2,8
65168,2,9,2,0,0,1,7
65169,1,9,18,5,1,2,6
65170,1,20,7,2,5,1,8
65171,2,9,7,8,5,2,11
65172,3,9,3,2,5,2,5
65173,1,9,9,8,7,2,6
65174,1,9,7,7,1,3,-1
65175,2,3,18,5,1,1,4
65176,1,9,18,8,5,1,8
65177,2,19,18,8,5,1,6
65178,1,9,18,-1,-1,1,-1
65179,1,19,9,6,2,1,-1
65180,2,9,18,2,6,1,5
65181,3,9,18,6,2,1,6
65182,1,9,18,1,5,1,9
65183,2,97,18,1,5,1,8
65184,1,9,18,7,4,2,6
65185,2,9,18,3,7,2,8
65186,1,9,18,4,8,1,9
65187,2,9,4,4,8,1,4
65188,1,9,16,1,4,2,8
65189,2,9,17,4,1,1,10
65190,1,9,9,6,8,2,6
65191,2,9,2,0,0,1,10
65192,3,9,15,6,6,1,-1
65193,1,9,18,6,3,1,8
65194,1,9,18,3,7,1,8
65195,1,9,18,3,7,3,-1
65196,2,9,3,3,7,1,8
65197,1,9,18,5,1,3,-1
65198,1,9,7,3,7,3,-1
65199,1,9,16,7,3,1,7
65200,2,19,7,7,4,1,5
65201,1,9,18,7,3,1,4
65202,2,1,18,7,3,1,1
65203,1,9,18,1,2,1,5
65204,1,9,7,7,2,2,8
65205,2,1,18,1,5,1,3
65206,1,19,9,8,4,1,6
65207,2,3,18,3,7,1,5
65208,1,9,18,1,3,2,5
65209,2,9,2,3,3,2,8
65210,1,21,11,4,8,1,7
65211,2,9,3,5,8,2,9
65212,1,9,9,6,2,1,7
65213,1,9,18,2,6,2,9
65214,2,9,18,4,8,1,9
65215,1,9,4,4,8,1,-1
65216,1,9,18,7,3,1,9
65217,2,9,18,7,3,2,7
65218,3,9,18,7,3,1,6
65219,1,9,18,1,5,1,9
65220,1,9,18,3,7,1,7
65221,1,9,18,7,3,1,8
65222,1,9,18,4,8,2,6
65223,2,9,3,4,8,2,4
65224,3,9,3,4,8,2,8
65225,1,9,18,1,5,1,7
65226,2,9,18,1,5,1,6
65227,1,21,12,1,5,1,7
65228,2,9,13,1,5,2,5
65229,1,9,18,1,5,2,8
65230,2,9,9,5,1,1,7
65231,1,3,18,4,8,1,5
65232,2,9,4,4,8,1,8
65233,3,9,18,4,8,1,6
65234,1,9,9,8,4,1,7
65235,2,9,18,3,7,2,6
65236,3,9,4,3,7,1,6
65237,1,9,7,1,3,1,8
65238,1,9,5,5,7,1,11
65239,2,9,18,3,7,1,6
65240,1,9,18,-1,-1,1,10
65241,1,9,18,5,5,1,7
65242,2,9,3,5,4,1,7
65243,1,9,18,7,3,3,-1
65244,2,9,18,7,3,1,6
65245,1,9,18,3,7,1,8
65246,2,9,4,3,7,2,10
65247,1,9,18,1,5,1,9
65248,2,9,18,2,6,1,7
65249,3,9,5,1,5,2,7
65250,1,9,9,1,7,1,4
65251,2,9,18,5,1,1,7
65252,1,8,18,4,8,1,6
65253,1,9,7,5,7,1,6
65254,2,1,18,5,1,1,8
65255,1,9,18,2,6,1,5
65256,1,98,18,5,1,1,7
65257,2,98,18,1,5,1,6
65258,1,9,7,3,4,1,4
65259,1,9,18,7,3,1,8
65260,2,9,18,3,7,1,6
65261,1,9,18,7,3,2,6
65262,1,9,18,8,4,1,5
65263,1,9,18,4,3,3,-1
65264,1,9,16,6,1,2,7
65265,2,9,18,1,5,2,5
65266,1,9,18,2,6,3,-1
65267,1,9,18,7,3,2,-1
65268,2,9,18,7,3,2,8
65269,1,9,18,3,7,1,5
65270,2,9,4,3,7,1,6
65271,1,9,9,1,1,2,8
65272,2,9,18,5,1,1,8
65273,1,19,18,6,2,1,6
65274,1,9,18,5,1,1,7
65275,2,9,10,5,1,2,7
65276,3,9,10,5,1,1,5
65277,1,9,9,3,8,2,6
65278,1,9,18,8,4,1,11
65279,2,19,2,0,0,1,6
65280,1,9,18,3,7,2,11
65281,2,9,18,7,3,1,9
65282,1,9,9,1,6,1,6
65283,2,3,18,4,1,1,6
65284,1,9,18,8,3,1,4
65285,2,9,18,3,2,1,6
65286,1,9,18,7,5,1,4
65287,2,9,18,7,2,1,8
65288,1,9,4,5,1,2,-1
65289,2,9,4,5,1,2,7
65290,1,9,3,5,1,1,5
65291,2,9,4,5,1,1,9
65292,1,19,18,3,7,1,8
65293,2,9,18,3,7,1,7
65294,1,9,18,1,5,2,-1
65295,2,9,4,5,1,2,7
65296,1,10,13,8,4,1,-1
65297,2,3,15,8,4,1,-1
65298,1,9,4,1,5,1,9
65299,2,9,4,1,5,1,9
65300,1,9,18,5,1,1,4
65301,1,9,18,2,6,1,8
65302,1,3,13,2,6,1,9
65303,2,9,9,2,8,2,7
65304,1,9,18,5,1,1,-1
65305,2,9,18,5,1,1,7
65306,3,9,2,0,0,2,-1
65307,4,9,2,0,0,1,-1
65308,5,9,18,1,5,2,-1
65309,1,9,9,4,6,2,6
65310,2,9,18,2,6,2,6
65311,1,97,18,3,7,1,5
65312,2,9,18,5,1,1,5
65313,1,9,18,3,7,2,8
65314,2,1,7,5,1,1,10
65315,1,9,18,1,5,1,4
65316,1,19,4,5,6,1,5
65317,2,9,4,5,8,2,8
65318,1,2,18,8,8,2,4
65319,2,9,3,8,8,2,6
65320,1,9,18,6,2,1,5
65321,2,9,4,6,2,2,7
65322,3,21,18,6,2,1,8
65323,1,90,18,3,7,1,7
65324,2,9,17,7,3,2,7
65325,1,9,5,5,1,2,8
65326,2,1,7,1,6,1,-1
65327,1,19,18,1,4,1,9
65328,2,1,18,8,4,1,7
65329,1,9,18,5,1,1,8
65330,2,9,3,4,1,2,7
65331,1,9,18,3,7,3,-1
65332,1,9,9,4,1,2,4
65333,2,9,18,2,5,2,6
65334,1,9,18,2,6,2,5
65335,2,9,3,2,6,1,8
65336,3,9,3,2,6,2,5
65337,4,9,3,2,6,1,4
65338,5,9,3,2,6,1,6
65339,1,9,5,3,7,2,5
65340,2,9,9,8,5,1,6
65341,1,3,13,1,5,1,5
65342,1,9,9,7,5,1,7
65343,2,9,18,6,1,2,4
65344,1,9,9,4,1,1,7
65345,2,3,18,1,5,1,6
65346,1,9,18,5,1,3,-1
65347,2,9,18,6,2,1,8
65348,1,9,4,3,7,1,9
65349,2,9,4,3,7,1,7
65350,3,20,4,3,7,1,6
65351,4,9,4,3,7,1,8
65352,1,19,18,1,5,1,8
65353,2,9,4,1,5,1,5
65354,1,19,5,1,5,1,4
65355,2,9,4,1,5,3,-1
65356,1,9,-1,-1,-1,3,-1
65357,2,90,18,1,5,2,7
65358,1,9,5,1,1,1,9
65359,2,9,5,1,1,2,9
65360,3,9,2,0,0,2,6
65361,1,19,18,6,2,1,6
65362,1,9,7,3,5,3,-1
65363,2,90,18,1,5,1,7
65364,1,9,9,5,1,2,4
65365,2,9,18,1,5,1,6
65366,1,9,9,8,5,2,6
65367,2,9,18,6,2,2,7
65368,1,9,18,7,3,1,9
65369,2,9,18,3,7,1,7
65370,3,9,18,7,5,1,10
65371,1,9,18,6,2,1,4
65372,1,9,18,3,7,2,6
65373,2,9,18,7,3,1,6
65374,1,9,5,3,7,2,7
65375,1,9,18,8,4,1,8
65376,1,9,18,1,5,1,7
65377,2,9,9,1,5,2,9
65378,3,9,2,0,0,2,9
65379,4,9,18,1,5,3,-1
65380,1,9,18,5,1,1,4
65381,2,9,18,1,5,1,7
65382,1,9,18,1,2,2,6
65383,2,9,17,6,2,2,7
65384,1,9,18,2,7,2,7
65385,1,9,10,1,3,2,6
65386,2,9,18,4,8,2,6
65387,1,21,4,1,5,1,7
65388,2,9,3,1,5,1,7
65389,1,3,18,3,7,1,6
65390,1,9,16,1,5,1,7
65391,2,9,4,5,1,2,8
65392,1,9,18,3,7,1,8
65393,1,90,18,1,5,3,-1
65394,1,9,18,4,8,1,9
65395,2,9,2,0,0,2,6
65396,1,9,18,7,3,1,6
65397,2,19,3,7,3,1,8
65398,1,9,18,5,4,2,7
65399,2,1,18,1,4,1,9
65400,1,9,11,5,1,3,-1
65401,2,9,3,5,1,1,6
65402,1,9,4,2,6,2,8
65403,2,9,4,2,6,2,6
65404,3,9,-1,-1,-1,1,8
65405,1,9,7,7,1,1,6
65406,2,9,18,5,1,2,7
65407,1,9,9,4,6,1,10
65408,1,9,3,7,2,3,-1
65409,2,9,3,7,2,2,7
65410,1,9,13,7,3,1,6
65411,2,21,18,7,5,1,9
65412,1,3,18,7,3,1,7
65413,2,9,5,1,5,1,8
65414,1,9,18,7,3,2,5
65415,2,9,18,2,5,2,7
65416,1,9,18,3,1,1,7
65417,2,9,18,3,5,1,7
65418,1,9,18,1,5,2,4
65419,2,9,5,3,7,1,8
65420,1,9,14,5,1,2,7
65421,2,9,2,0,0,1,5
65422,1,19,18,5,1,1,8
65423,2,9,18,5,1,1,7
65424,1,9,18,1,5,2,6
65425,1,19,18,5,1,3,-1
65426,2,9,18,1,5,2,7
65427,1,9,18,8,2,1,6
65428,2,9,4,8,2,1,10
65429,3,9,4,8,2,1,10
65430,1,9,9,7,5,2,10
65431,2,19,16,5,1,1,8
65432,1,9,18,5,1,1,6
65433,1,19,5,3,7,1,8
65434,2,9,5,3,7,1,8
65435,1,9,14,3,7,1,8
65436,2,90,2,0,0,1,10
65437,1,97,18,5,1,1,9
65438,1,9,18,1,5,2,6
65439,2,9,18,5,1,2,5
65440,1,9,5,5,3,2,8
65441,2,1,4,5,1,1,7
65442,1,19,12,3,7,3,-1
65443,2,19,18,3,7,1,7
65444,1,9,16,7,3,2,4
65445,1,9,18,6,2,1,6
65446,2,21,2,0,0,1,8
65447,1,9,18,0,0,1,8
65448,2,1,4,5,7,1,10
65449,1,9,18,3,7,2,8
65450,2,8,9,5,3,1,9
65451,1,9,9,1,5,2,7
65452,2,9,9,1,5,2,7
65453,1,9,5,7,3,1,7
65454,2,9,18,2,6,1,10
65455,1,9,18,3,7,1,-1
65456,2,97,18,3,7,1,9
65457,1,-1,7,1,5,3,-1
65458,2,9,18,6,2,2,6
65459,1,21,18,3,7,1,8
65460,2,9,18,1,5,2,9
65461,1,9,7,7,3,2,6
65462,2,9,18,5,1,2,8
65463,1,9,18,5,1,3,-1
65464,2,9,4,5,1,2,5
65465,1,9,18,6,2,1,10
65466,2,9,3,2,6,1,7
65467,1,8,13,1,5,3,7
65468,2,9,18,5,1,2,8
65469,1,8,5,2,7,1,5
65470,2,9,18,1,5,1,7
65471,1,1,18,7,4,1,8
65472,1,98,9,7,3,1,9
65473,2,9,7,7,3,1,6
65474,1,9,18,1,6,1,7
65475,2,9,18,1,6,2,7
65476,3,9,4,1,6,2,8
65477,1,98,18,2,6,1,8
65478,1,9,18,5,1,1,7
65479,2,9,18,5,1,1,9
65480,1,90,18,7,3,1,7
65481,1,9,18,5,1,1,6
65482,2,1,18,3,7,1,4
65483,1,9,7,8,2,1,6
65484,1,9,18,5,1,2,6
65485,1,19,18,6,2,1,7
65486,1,9,6,7,3,1,10
65487,2,3,18,7,3,1,6
65488,1,9,9,5,2,1,6
65489,1,9,9,0,0,1,5
65490,2,19,18,7,3,1,6
65491,1,9,9,4,2,3,-1
65492,2,9,18,2,6,1,4
65493,1,9,18,3,7,2,9
65494,2,9,2,0,0,1,5
65495,1,9,5,1,2,2,4
65496,2,9,18,6,2,2,6
65497,1,9,3,7,3,2,11
65498,2,9,4,7,3,1,9
65499,1,9,18,7,3,2,9
65500,1,9,9,7,4,1,9
65501,1,11,-1,-1,-1,1,-1
65502,1,9,18,1,5,2,6
65503,2,97,18,3,7,1,-1
65504,1,9,18,5,1,2,-1
65505,1,9,18,5,1,1,6
65506,2,9,18,5,1,2,5
65507,1,9,18,5,5,1,11
65508,1,9,18,7,3,1,10
65509,1,9,18,7,3,1,9
65510,2,9,2,0,0,3,-1
65511,3,9,2,0,0,3,-1
65512,4,9,2,0,0,3,-1
65513,1,9,18,1,5,2,9
65514,2,9,2,0,0,3,-1
65515,3,9,2,0,0,2,8
65516,4,9,2,0,0,2,6
65517,1,9,18,7,3,2,4
65518,1,9,18,7,3,3,-1
65519,1,9,18,7,3,2,7
65520,2,1,18,1,5,3,-1
65521,1,9,18,7,3,1,10
65522,1,9,5,4,8,2,6
65523,2,9,5,5,1,1,7
65524,1,20,7,3,5,1,8
65525,1,19,18,7,3,3,-1
65526,2,9,18,7,3,1,-1
65527,1,9,1,1,8,1,7
65528,1,19,9,7,3,1,8
65529,2,9,18,5,1,1,8
65530,1,9,18,7,3,2,-1
65531,2,9,4,7,3,1,8
65532,1,19,18,3,7,1,8
65533,2,21,4,3,7,1,7
65534,1,9,5,7,3,1,11
65535,2,1,5,1,5,1,8
65536,1,90,3,3,7,3,-1
65537,2,9,18,3,7,2,11
65538,1,9,18,6,2,3,-1
65539,2,9,18,1,5,2,5
65540,1,9,9,5,1,1,10
65541,1,9,18,3,7,2,10
65542,2,9,9,7,3,2,10
65543,1,9,16,5,1,2,4
65544,1,9,18,1,5,2,5
65545,1,9,7,4,6,1,7
65546,2,1,18,4,2,1,5
65547,1,9,18,5,1,2,6
65548,2,9,2,0,0,3,-1
65549,1,9,18,5,1,1,6
65550,1,9,18,5,1,1,8
65551,2,1,18,5,1,1,9
65552,1,19,18,7,3,2,8
65553,2,9,18,7,3,2,8
65554,1,9,18,6,2,2,7
65555,1,9,4,7,3,2,7
65556,2,19,4,7,3,1,6
65557,1,19,18,1,5,1,4
65558,2,19,2,1,5,3,-1
65559,1,9,18,1,5,1,11
65560,2,9,18,5,1,2,9
65561,1,9,18,8,6,1,10
65562,2,9,5,2,6,2,7
65563,3,9,3,4,8,1,9
65564,1,9,18,2,6,1,5
65565,2,9,18,2,6,1,7
65566,1,9,7,2,8,1,-1
65567,2,3,18,8,4,1,5
65568,1,9,7,1,7,1,5
65569,1,9,18,1,1,2,8
65570,2,9,2,0,0,3,-1
65571,3,9,2,0,0,3,-1
65572,1,9,12,7,3,2,7
65573,2,9,18,7,3,1,5
65574,3,90,18,7,3,2,5
65575,1,9,18,1,5,2,10
65576,2,9,18,5,1,1,7
65577,1,9,5,5,1,2,9
65578,2,9,18,1,5,1,7
65579,1,9,5,2,3,2,7
65580,2,19,4,2,3,1,5
65581,1,97,18,4,8,1,6
65582,2,9,18,2,6,1,7
65583,1,9,18,7,3,1,6
65584,2,9,18,7,3,2,7
65585,3,9,18,7,3,2,6
65586,1,9,18,7,3,1,5
65587,2,9,18,1,5,1,7
65588,1,3,18,6,3,1,5
65589,1,9,18,6,2,1,11
65590,1,9,8,1,4,1,4
65591,1,9,18,6,2,1,7
65592,1,9,4,8,6,1,8
65593,2,9,3,7,4,2,9
65594,1,9,18,6,2,2,7
65595,1,9,9,7,3,2,7
65596,2,9,9,7,3,2,8
65597,1,9,9,5,4,1,9
65598,1,9,18,2,6,2,4
65599,2,9,18,6,2,1,8
65600,1,1,11,3,3,1,7
65601,1,19,18,7,3,3,-1
65602,2,9,18,7,3,1,7
65603,1,9,9,3,1,2,-1
65604,1,9,18,1,5,1,-1
65605,1,9,18,3,7,1,8
65606,2,1,18,3,7,1,8
65607,1,98,18,3,7,1,9
65608,2,9,18,3,7,1,6
65609,1,9,18,4,8,2,10
65610,2,9,2,0,0,3,-1
65611,1,9,11,4,8,1,11
65612,2,20,18,4,8,2,8
65613,1,9,9,7,5,2,7
65614,1,9,4,4,8,1,6
65615,2,9,3,1,5,2,8
65616,3,21,3,1,5,1,7
65617,4,9,3,1,5,1,4
65618,1,19,18,3,7,3,-1
65619,2,19,18,3,7,3,-1
65620,3,1,18,3,7,1,11
65621,1,9,18,1,5,3,-1
65622,1,9,18,7,3,1,6
65623,2,9,2,0,0,3,-1
65624,1,21,12,6,2,1,7
65625,2,4,18,6,2,1,6
65626,1,9,18,7,3,1,7
65627,2,9,18,7,3,1,5
65628,1,9,9,4,2,1,5
65629,2,5,18,8,4,1,8
65630,1,9,18,5,1,1,6
65631,2,9,3,5,1,1,9
65632,1,9,18,3,7,2,6
65633,2,1,18,3,7,1,7
65634,1,90,1,3,7,3,-1
65635,2,9,3,8,4,1,10
65636,1,9,9,2,3,3,-1
65637,2,9,8,2,4,2,6
65638,1,9,2,0,0,1,9
65639,2,1,18,6,2,1,7
65640,1,9,9,8,4,1,9
65641,2,3,18,6,2,1,4
65642,1,9,18,5,2,1,7
65643,2,9,18,4,8,1,7
65644,1,21,17,2,6,1,-1
65645,2,9,16,7,3,2,9
65646,1,9,18,1,5,1,7
65647,2,19,18,1,5,1,7
65648,3,9,10,1,7,1,8
65649,1,17,12,7,3,1,-1
65650,2,9,18,3,7,2,7
65651,1,9,-1,-1,-1,3,-1
65652,1,9,5,8,4,3,-1
65653,2,1,5,8,4,1,8
65654,1,9,4,7,3,2,7
65655,2,9,4,7,3,2,-1
65656,1,9,18,3,7,1,8
65657,2,10,18,3,7,1,6
65658,1,9,18,1,5,3,-1
65659,2,9,4,1,5,1,7
65660,1,9,18,4,8,2,6
65661,2,9,3,4,8,1,7
65662,1,11,18,7,2,2,8
65663,1,21,5,2,2,1,8
65664,2,9,18,2,2,2,5
65665,1,9,18,3,7,1,6
65666,2,9,4,3,7,1,7
65667,1,9,15,1,1,2,8
65668,2,2,9,1,1,2,6
65669,1,9,18,4,1,1,4
65670,2,9,18,7,3,2,6
65671,1,9,18,1,5,1,9
65672,1,9,18,2,6,1,7
65673,2,19,2,0,0,3,-1
65674,3,9,2,0,0,3,-1
65675,1,9,18,5,1,2,6
65676,1,9,7,6,1,1,8
65677,1,9,5,1,3,1,8
65678,2,1,18,6,2,1,5
65679,1,9,18,5,1,1,7
65680,2,19,2,0,0,1,6
65681,1,9,3,3,7,1,-1
65682,2,9,3,3,7,2,8
65683,1,19,4,7,2,1,4
65684,2,21,4,2,2,1,6
65685,1,9,5,1,5,3,5
65686,2,19,5,1,5,1,6
65687,1,9,5,5,1,1,8
65688,1,9,18,8,4,1,8
65689,2,9,18,2,6,2,6
65690,1,9,18,1,5,1,7
65691,1,9,18,7,3,1,9
65692,2,9,2,0,0,3,-1
65693,3,9,2,0,0,3,-1
65694,4,9,2,0,0,3,-1
65695,5,9,2,0,0,3,-1
65696,1,9,9,5,2,2,8
65697,2,3,18,1,5,1,7
65698,1,9,18,4,8,1,6
65699,2,9,9,5,1,2,6
65700,1,9,4,1,2,1,9
65701,1,9,3,7,3,2,6
65702,2,9,18,7,3,2,6
65703,1,9,18,4,2,1,7
65704,2,9,18,8,4,1,8
65705,1,19,1,0,0,1,9
65706,2,3,2,0,0,2,7
65707,1,9,9,2,6,1,9
65708,2,9,18,6,2,1,11
65709,1,9,9,5,4,2,6
65710,2,9,7,1,4,2,7
65711,1,9,18,7,3,2,8
65712,2,9,18,3,7,2,7
65713,1,9,9,3,1,3,-1
65714,2,1,18,1,5,1,8
65715,1,11,7,1,7,3,-1
65716,1,9,18,8,4,2,8
65717,2,9,18,8,4,1,9
65718,1,9,18,1,5,1,-1
65719,2,9,18,3,7,2,7
65720,1,98,9,7,3,1,-1
65721,2,9,9,5,7,2,6
65722,1,19,18,1,5,1,7
65723,2,9,4,1,5,2,6
65724,1,19,18,6,2,1,6
65725,2,9,2,0,0,3,-1
65726,3,9,2,0,0,3,-1
65727,1,9,7,7,2,1,7
65728,1,9,9,8,4,1,5
65729,2,9,18,5,2,2,9
65730,1,9,11,3,7,1,7
65731,2,9,18,3,7,1,9
65732,1,9,18,1,5,1,4
65733,1,9,18,1,5,2,8
65734,2,9,2,0,0,3,-1
65735,3,9,2,0,0,3,-1
65736,4,9,2,0,0,3,-1
65737,5,9,2,0,0,3,-1
65738,6,9,2,0,0,3,-1
65739,7,9,2,0,0,3,-1
65740,1,9,18,4,8,1,9
65741,1,8,18,7,3,1,7
65742,1,10,5,6,2,1,6
65743,1,19,18,5,1,1,6
65744,1,9,18,3,6,1,4
65745,1,9,18,7,3,1,7
65746,1,8,18,7,3,1,7
65747,1,9,18,6,2,1,4
65748,1,9,18,3,7,1,7
65749,2,9,2,0,0,3,-1
65750,3,9,2,0,0,3,-1
65751,1,9,9,1,6,1,7
65752,2,5,18,3,7,1,6
65753,1,19,18,7,3,1,6
65754,2,9,18,7,3,1,7
65755,1,9,18,5,1,1,-1
65756,2,9,4,5,1,2,10
65757,1,9,18,6,2,1,7
65758,2,9,18,2,6,1,6
65759,1,9,18,5,1,2,6
65760,1,9,9,6,5,1,7
65761,2,11,5,2,6,1,10
65762,1,9,18,5,1,1,9
65763,2,9,18,1,5,2,9
65764,3,9,18,1,5,1,6
65765,1,9,18,7,3,1,8
65766,2,9,18,7,3,1,4
65767,1,9,18,2,3,2,8
65768,2,9,18,7,5,2,9
65769,1,9,18,3,7,1,7
65770,2,5,18,3,7,1,6
65771,3,9,18,3,7,2,4
65772,4,9,18,3,7,1,6
65773,1,1,4,7,2,1,11
65774,1,9,18,3,7,3,-1
65775,2,3,3,3,7,1,6
65776,1,9,18,7,2,1,10
65777,1,9,7,6,6,2,7
65778,2,23,18,1,5,3,6
65779,1,9,1,3,7,2,-1
65780,1,19,11,8,4,1,8
65781,2,9,18,8,4,1,9
65782,3,9,3,8,4,2,7
65783,1,9,18,7,3,1,8
65784,2,9,18,3,7,1,9
65785,3,9,18,7,3,1,8
65786,1,9,18,1,5,1,4
65787,1,9,18,4,2,1,10
65788,1,9,18,1,3,1,9
65789,2,9,18,7,1,2,8
65790,1,19,9,1,7,1,-1
65791,2,9,18,3,7,2,6
65792,1,9,5,2,6,1,7
65793,2,9,18,4,8,2,4
65794,1,19,18,5,1,1,9
65795,2,9,18,5,1,2,7
65796,1,9,5,5,1,2,8
65797,2,9,18,3,7,2,7
65798,1,-1,18,5,1,3,-1
65799,1,9,18,7,3,1,4
65800,2,9,18,3,7,2,7
65801,1,9,18,3,7,1,11
65802,2,9,2,0,0,3,-1
65803,1,9,16,7,3,1,8
65804,2,9,4,7,3,2,7
65805,1,9,18,3,7,3,-1
65806,1,9,18,7,1,1,11
65807,1,97,18,3,7,3,-1
65808,2,9,9,3,7,2,6
65809,1,9,3,5,1,2,8
65810,2,9,11,5,1,2,6
65811,1,9,18,4,3,1,4
65812,2,9,4,5,1,1,8
65813,1,9,18,1,1,2,6
65814,2,9,18,1,1,2,8
65815,1,9,18,7,1,2,6
65816,2,21,18,7,3,1,7
65817,1,9,18,6,4,1,9
65818,1,19,16,5,1,1,8
65819,2,21,18,1,5,1,8
65820,1,9,18,6,1,2,8
65821,1,9,5,7,3,1,9
65822,1,9,9,1,1,1,10
65823,2,5,18,1,1,1,5
65824,1,9,9,2,8,2,4
65825,1,9,18,7,3,1,7
65826,1,9,9,-1,-1,1,5
65827,2,1,18,-1,-1,1,4
65828,1,9,18,6,2,1,8
65829,1,98,18,4,8,1,7
65830,2,19,7,4,8,1,8
65831,1,9,18,1,5,2,9
65832,2,9,18,3,7,1,9
65833,1,9,9,5,3,1,9
65834,2,9,18,3,6,1,9
65835,1,9,9,3,1,1,11
65836,2,9,18,1,5,2,7
65837,1,9,18,5,1,1,7
65838,1,9,18,1,5,1,6
65839,1,9,16,8,3,2,10
65840,1,9,4,4,8,1,6
65841,1,9,18,4,8,1,7
65842,2,9,18,4,8,1,8
65843,1,9,13,4,8,1,6
65844,2,9,9,5,3,2,5
65845,1,9,17,3,7,2,4
65846,1,9,18,8,4,1,6
65847,2,9,3,8,4,2,6
65848,1,19,18,3,6,1,5
65849,2,1,18,5,8,1,4
65850,1,9,18,5,1,2,6
65851,2,9,3,5,1,1,6
65852,3,9,3,5,5,2,7
65853,4,9,3,1,1,2,6
65854,1,9,4,3,7,2,7
65855,2,9,18,3,7,1,6
65856,1,2,13,8,4,1,4
65857,2,8,9,2,6,1,8
65858,1,9,18,4,8,1,7
65859,1,9,18,7,3,2,9
65860,2,9,18,7,3,2,10
65861,3,9,18,3,7,1,7
65862,1,9,18,7,3,1,4
65863,1,9,18,6,2,2,10
65864,2,9,3,6,2,2,6
65865,1,9,18,3,7,2,8
65866,2,9,2,0,0,3,-1
65867,3,9,2,0,0,3,-1
65868,4,9,2,0,0,3,-1
65869,1,9,-1,5,1,1,5
65870,2,9,-1,4,1,1,6
65871,1,9,18,3,7,2,4
65872,1,9,18,-1,-1,1,6
65873,1,19,7,1,5,1,6
65874,1,9,4,3,7,2,-1
65875,2,9,3,3,7,2,7
65876,1,19,18,4,8,1,8
65877,2,19,18,4,8,1,5
65878,3,9,18,4,8,3,-1
65879,1,9,3,3,7,2,8
65880,1,9,1,5,1,3,-1
65881,1,90,18,7,3,2,7
65882,2,9,18,5,1,2,7
65883,1,9,18,1,4,3,-1
65884,1,5,18,3,7,1,9
65885,1,9,9,4,5,2,7
65886,1,11,18,1,5,1,7
65887,1,9,18,6,6,1,5
65888,2,9,2,0,0,2,-1
65889,3,9,2,0,0,2,-1
65890,4,9,2,0,0,1,9
65891,5,9,2,0,0,2,-1
65892,1,5,18,6,2,1,7
65893,2,9,18,6,2,1,-1
65894,1,9,18,5,1,1,6
65895,2,3,6,1,5,1,4
65896,1,9,18,-1,-1,1,8
